id_student_assessment,id_student,id_assessment,code_module,code_presentation,date_submitted,is_banked,score
213,52,1754,AAA,2013J,119.0,0,82.03544327185946
214,52,1755,AAA,2013J,167.0,0,87.29429203625433
215,52,1756,AAA,2013J,212.0,0,83.1819937309518
216,52,1757,AAA,2013J,,0,20.986542799684898
217,61,1752,AAA,2013J,26.0,1,56.05564370542288
218,61,1753,AAA,2013J,59.0,0,30.418016451358987
219,61,1754,AAA,2013J,116.0,0,69.81753514400815
220,61,1755,AAA,2013J,173.0,0,51.68613070212906
221,61,1756,AAA,2013J,224.0,0,67.8752928621717
222,61,1757,AAA,2013J,,0,57.88223917842866
223,7,1752,AAA,2013J,22.0,0,72.70715775878675
224,7,1753,AAA,2013J,60.0,0,54.39641249367662
225,7,1754,AAA,2013J,116.0,1,66.79044101521302
226,7,1755,AAA,2013J,171.0,0,66.34406905420423
227,7,1756,AAA,2013J,210.0,0,48.818829410377546
228,7,1757,AAA,2013J,,0,14.0386752322677
229,193,1752,AAA,2013J,19.0,1,29.891242053785803
230,193,1753,AAA,2013J,54.0,0,51.097012838462554
231,193,1754,AAA,2013J,124.0,1,80.49160995463482
232,193,1755,AAA,2013J,163.0,0,68.58228022736935
233,193,1756,AAA,2013J,214.0,0,84.94118712907283
234,193,1757,AAA,2013J,,0,88.18375223388713
235,41,1752,AAA,2013J,28.0,0,30.531040144513547
236,41,1753,AAA,2013J,51.0,0,62.57938476643577
237,41,1754,AAA,2013J,118.0,0,77.17369483337802
238,41,1755,AAA,2013J,168.0,0,87.16875216428078
239,41,1756,AAA,2013J,217.0,1,78.6932246108749
240,41,1757,AAA,2013J,,0,86.7478358852743
241,116,1752,AAA,2013J,18.0,0,36.136375530635235
242,116,1753,AAA,2013J,63.0,0,31.00927120400104
243,116,1754,AAA,2013J,115.0,0,82.06883604794388
244,116,1755,AAA,2013J,174.0,1,89.71321290767489
245,116,1756,AAA,2013J,213.0,0,30.905947456923762
246,116,1757,AAA,2013J,,0,84.5431168552409
247,102,1752,AAA,2013J,14.0,0,62.68180106300262
248,102,1753,AAA,2013J,62.0,1,72.4756346806432
249,102,1754,AAA,2013J,115.0,0,25.54556943605766
250,102,1755,AAA,2013J,173.0,0,82.3397334506925
251,102,1756,AAA,2013J,218.0,1,74.40218418391387
252,102,1757,AAA,2013J,,0,57.96435047436373
253,110,1752,AAA,2013J,18.0,0,81.4890360045497
254,110,1753,AAA,2013J,63.0,0,66.65400007277141
255,110,1754,AAA,2013J,115.0,0,33.64023468879465
256,110,1755,AAA,2013J,174.0,1,35.150754599880145
257,110,1756,AAA,2013J,211.0,0,69.09032005622451
258,110,1757,AAA,2013J,,0,47.617598227973275
259,171,1752,AAA,2013J,16.0,1,54.42321830758256
260,171,1753,AAA,2013J,63.0,0,56.194482008884684
261,171,1754,AAA,2013J,120.0,0,86.41158935156555
262,171,1755,AAA,2013J,175.0,0,63.29911321923953
263,171,1756,AAA,2013J,220.0,0,81.3947943451619
264,171,1757,AAA,2013J,,1,55.113183910350656
265,58,1752,AAA,2013J,14.0,0,61.33951233717911
266,58,1753,AAA,2013J,58.0,0,53.08063389463534
267,58,1754,AAA,2013J,119.0,0,79.00338592332197
268,58,1755,AAA,2013J,166.0,0,75.95120693242028
269,58,1756,AAA,2013J,213.0,0,79.58623633076557
270,58,1757,AAA,2013J,,0,27.482455756146408
271,106,1752,AAA,2013J,16.0,0,99.1890367497984
272,106,1753,AAA,2013J,56.0,1,28.509248642888593
273,106,1754,AAA,2013J,125.0,0,66.43532035034686
274,106,1755,AAA,2013J,161.0,0,97.38278142500874
275,106,1756,AAA,2013J,211.0,0,69.68440252125384
276,106,1757,AAA,2013J,,0,60.99213454369373
277,129,1752,AAA,2013J,20.0,0,78.68900955272855
278,129,1753,AAA,2013J,54.0,0,56.57602366774174
279,129,1754,AAA,2013J,122.0,0,32.579834308473224
280,129,1755,AAA,2013J,163.0,0,51.04341423492204
281,129,1756,AAA,2013J,220.0,0,95.782846916213
282,129,1757,AAA,2013J,,0,99.30995525675817
283,56,1752,AAA,2013J,14.0,0,100.0
284,56,1753,AAA,2013J,53.0,1,100.0
285,56,1754,AAA,2013J,116.0,0,31.31076866693641
286,56,1755,AAA,2013J,163.0,1,97.34741136266432
287,56,1756,AAA,2013J,218.0,0,44.84636348969104
288,56,1757,AAA,2013J,,0,59.97072059521965
289,176,1752,AAA,2013J,26.0,0,55.61740681351824
290,176,1753,AAA,2013J,51.0,0,56.919771387304046
291,176,1754,AAA,2013J,119.0,1,64.95262167734384
292,176,1755,AAA,2013J,163.0,0,54.127862078138946
293,176,1756,AAA,2013J,223.0,0,53.925820138483004
294,176,1757,AAA,2013J,,0,41.981650320614236
295,120,1752,AAA,2013J,16.0,0,100.0
296,120,1753,AAA,2013J,63.0,0,81.04813971963874
297,120,1754,AAA,2013J,116.0,1,70.86687083854459
298,120,1755,AAA,2013J,173.0,0,100.0
299,120,1756,AAA,2013J,215.0,0,72.71940185137751
300,120,1757,AAA,2013J,,0,30.583876402498674
301,54,1752,AAA,2013J,20.0,0,38.09454590700503
302,54,1753,AAA,2013J,60.0,0,85.96992662977587
303,54,1754,AAA,2013J,119.0,0,53.05017968593026
304,54,1755,AAA,2013J,163.0,0,61.613467963320794
305,54,1756,AAA,2013J,215.0,0,89.98892734590783
306,54,1757,AAA,2013J,,0,23.216662317005387
307,97,1752,AAA,2013J,28.0,0,98.86651271480764
308,97,1753,AAA,2013J,59.0,0,65.61350352141419
309,97,1754,AAA,2013J,121.0,0,52.63679102632745
310,97,1755,AAA,2013J,163.0,1,82.97023409103129
311,97,1756,AAA,2013J,222.0,0,66.78201533407753
312,97,1757,AAA,2013J,,1,90.23736234111948
313,164,1752,AAA,2013J,15.0,0,75.70945774040001
314,164,1753,AAA,2013J,49.0,1,83.96933360545391
315,164,1754,AAA,2013J,112.0,0,73.17221965937793
316,164,1755,AAA,2013J,168.0,0,87.00122011906933
317,164,1756,AAA,2013J,219.0,0,42.13463354341832
318,164,1757,AAA,2013J,,0,53.796639918466234
319,117,1752,AAA,2013J,25.0,0,68.73980419449329
320,117,1753,AAA,2013J,59.0,0,64.11453360310702
321,117,1754,AAA,2013J,118.0,0,98.83669675049167
322,117,1755,AAA,2013J,175.0,0,95.90475425527373
323,117,1756,AAA,2013J,213.0,0,85.21679470040627
324,117,1757,AAA,2013J,,0,100.0
325,158,1752,AAA,2013J,25.0,0,68.5937270366635
326,158,1753,AAA,2013J,54.0,0,72.46065783052576
327,158,1754,AAA,2013J,114.0,0,56.15925703220249
328,158,1755,AAA,2013J,168.0,0,86.16260197464737
329,158,1756,AAA,2013J,223.0,0,96.39976051509261
330,158,1757,AAA,2013J,,0,46.34008557373983
331,51,1752,AAA,2013J,26.0,0,76.4425143521678
332,51,1753,AAA,2013J,57.0,0,76.91862694078333
333,51,1754,AAA,2013J,117.0,0,47.80772972243092
334,51,1755,AAA,2013J,167.0,0,47.18862378817971
335,51,1756,AAA,2013J,223.0,0,49.658278254739145
336,51,1757,AAA,2013J,,0,52.06974743708499
337,32,1752,AAA,2013J,16.0,0,86.37584642788585
338,32,1753,AAA,2013J,55.0,0,39.28000586967013
339,32,1754,AAA,2013J,121.0,1,56.811548539383644
340,32,1755,AAA,2013J,161.0,0,69.61315850416715
341,32,1756,AAA,2013J,213.0,0,35.748084788005755
342,32,1757,AAA,2013J,,0,92.47655545130516
343,167,1758,AAA,2014J,26.0,0,43.401803182783844
344,167,1759,AAA,2014J,60.0,0,65.39153524180344
345,167,1760,AAA,2014J,125.0,0,69.94961095280209
346,167,1761,AAA,2014J,164.0,0,64.80671157373305
347,167,1762,AAA,2014J,216.0,0,59.99527668685851
348,167,1763,AAA,2014J,,0,52.05524465219223
349,123,1758,AAA,2014J,18.0,0,90.99974744524268
350,123,1759,AAA,2014J,55.0,0,84.20610336173335
351,123,1760,AAA,2014J,117.0,0,52.23393517138233
352,123,1761,AAA,2014J,168.0,0,60.16096950684434
353,123,1762,AAA,2014J,220.0,0,57.644309468578896
354,123,1763,AAA,2014J,,0,77.56333284834639
355,136,1758,AAA,2014J,16.0,0,70.61768050277976
356,136,1759,AAA,2014J,59.0,0,88.02578377075494
357,136,1760,AAA,2014J,118.0,0,78.38952675019473
358,136,1761,AAA,2014J,168.0,1,87.49535782475354
359,136,1762,AAA,2014J,211.0,0,66.93487825878094
360,136,1763,AAA,2014J,,0,45.16448474555192
361,116,1758,AAA,2014J,27.0,0,66.03859754609063
362,116,1759,AAA,2014J,53.0,0,37.81352386635122
363,116,1760,AAA,2014J,112.0,0,56.044446743065606
364,116,1761,AAA,2014J,172.0,0,100.0
365,116,1762,AAA,2014J,223.0,0,47.780632654730894
366,116,1763,AAA,2014J,,0,65.87926092446452
367,162,1758,AAA,2014J,27.0,0,71.41995127372046
368,162,1759,AAA,2014J,53.0,0,85.0447233340585
369,162,1760,AAA,2014J,118.0,0,100.0
370,162,1761,AAA,2014J,175.0,0,82.05360751654021
371,162,1762,AAA,2014J,224.0,0,59.46221288462393
372,162,1763,AAA,2014J,,0,43.206980268548065
373,143,1758,AAA,2014J,25.0,0,66.90142873786152
374,143,1759,AAA,2014J,54.0,0,81.9640634299443
375,143,1760,AAA,2014J,115.0,0,26.350045499126153
376,143,1761,AAA,2014J,171.0,1,37.68040586099809
377,143,1762,AAA,2014J,218.0,0,59.412934491733495
378,143,1763,AAA,2014J,,0,59.912356831033144
379,38,1758,AAA,2014J,25.0,0,65.85456261011912
380,38,1759,AAA,2014J,61.0,0,78.88072810953443
381,38,1760,AAA,2014J,122.0,1,64.40461010847659
382,38,1761,AAA,2014J,173.0,0,62.90766135278079
383,38,1762,AAA,2014J,211.0,0,70.82757969631892
384,38,1763,AAA,2014J,,0,60.80462717592099
385,6,1758,AAA,2014J,26.0,0,60.029092609744474
386,6,1759,AAA,2014J,49.0,0,69.61884154813377
387,6,1760,AAA,2014J,120.0,0,73.93944545941733
388,6,1761,AAA,2014J,161.0,0,84.81918630248973
389,6,1762,AAA,2014J,223.0,1,87.20252487600138
390,6,1763,AAA,2014J,,0,67.38479392321581
391,152,1758,AAA,2014J,28.0,0,52.76796841594272
392,152,1759,AAA,2014J,50.0,0,54.8556890478891
393,152,1760,AAA,2014J,126.0,1,33.57160003323399
394,152,1761,AAA,2014J,169.0,1,46.35257513636026
395,152,1762,AAA,2014J,216.0,0,61.0111256822389
396,152,1763,AAA,2014J,,0,70.88969791729598
397,93,1758,AAA,2014J,14.0,0,65.6462607595084
398,93,1759,AAA,2014J,61.0,0,70.53408847704969
399,93,1760,AAA,2014J,124.0,0,80.23243195197526
400,93,1761,AAA,2014J,170.0,0,79.5870535948927
401,93,1762,AAA,2014J,215.0,0,52.32143554968362
402,93,1763,AAA,2014J,,0,31.539564874094403
403,158,1758,AAA,2014J,22.0,0,59.59266606477661
404,158,1759,AAA,2014J,49.0,0,64.45231359192512
405,158,1760,AAA,2014J,122.0,0,74.71431682707994
406,158,1761,AAA,2014J,164.0,0,97.17427766097789
407,158,1762,AAA,2014J,213.0,0,57.31225246814158
408,158,1763,AAA,2014J,,0,54.8558251580707
409,187,1758,AAA,2014J,21.0,0,92.29158367290725
410,187,1759,AAA,2014J,59.0,0,86.17792531512143
411,187,1760,AAA,2014J,126.0,0,60.081874714329906
412,187,1761,AAA,2014J,172.0,0,95.32271793147115
413,187,1762,AAA,2014J,214.0,0,75.00641864911744
414,187,1763,AAA,2014J,,0,82.30856103898711
415,121,1758,AAA,2014J,20.0,0,53.06341623768574
416,121,1759,AAA,2014J,63.0,0,42.84294360886978
417,121,1760,AAA,2014J,124.0,0,66.06118625865238
418,121,1761,AAA,2014J,175.0,0,82.30579512270499
419,121,1762,AAA,2014J,213.0,0,39.38118400001305
420,121,1763,AAA,2014J,,0,34.32461029429304
421,65,1758,AAA,2014J,14.0,0,100.0
422,65,1759,AAA,2014J,59.0,0,54.33398000668272
423,65,1760,AAA,2014J,114.0,0,93.09045678895436
424,65,1761,AAA,2014J,163.0,0,98.26777673185995
425,65,1762,AAA,2014J,212.0,0,66.73245384410244
426,65,1763,AAA,2014J,,0,34.98968045484684
427,191,1758,AAA,2014J,20.0,0,45.413995394347296
428,191,1759,AAA,2014J,55.0,0,68.267207098316
429,191,1760,AAA,2014J,120.0,0,46.922889160953275
430,191,1761,AAA,2014J,170.0,0,92.92042730762964
431,191,1762,AAA,2014J,223.0,0,48.19014028986617
432,191,1763,AAA,2014J,,1,77.18096125988221
433,28,1758,AAA,2014J,16.0,0,59.03738841468312
434,28,1759,AAA,2014J,53.0,0,31.951752194063914
435,28,1760,AAA,2014J,121.0,0,65.46161317900841
436,28,1761,AAA,2014J,171.0,0,77.49807189308086
437,28,1762,AAA,2014J,210.0,0,79.48334481754327
438,28,1763,AAA,2014J,,1,15.66981480527383
439,1,1758,AAA,2014J,16.0,1,44.71652112345459
440,1,1759,AAA,2014J,53.0,0,85.9552072848276
441,1,1760,AAA,2014J,119.0,0,82.47944666956175
442,1,1761,AAA,2014J,162.0,0,82.83615108510368
443,1,1762,AAA,2014J,224.0,1,61.15200827153538
444,1,1763,AAA,2014J,,0,75.292989342043
445,5,1758,AAA,2014J,21.0,0,76.792784627148
446,5,1759,AAA,2014J,60.0,0,11.963438739101022
447,5,1760,AAA,2014J,118.0,0,47.466058287614146
448,5,1761,AAA,2014J,173.0,0,78.209199047031
449,5,1762,AAA,2014J,214.0,0,49.449337520902894
450,5,1763,AAA,2014J,,1,89.04022034142844
451,84,1758,AAA,2014J,18.0,0,57.33764925732013
452,84,1759,AAA,2014J,56.0,1,63.00549793917441
453,84,1760,AAA,2014J,120.0,0,62.3687230897321
454,84,1761,AAA,2014J,167.0,0,44.54750028257195
455,84,1762,AAA,2014J,224.0,0,67.59496410453605
456,84,1763,AAA,2014J,,0,98.81671111052762
457,91,1758,AAA,2014J,14.0,0,56.70738982371939
458,91,1759,AAA,2014J,54.0,0,50.513949315846666
459,91,1760,AAA,2014J,124.0,0,69.03160228399186
460,91,1761,AAA,2014J,175.0,0,66.9771889002204
461,91,1762,AAA,2014J,223.0,0,59.33696230240248
462,91,1763,AAA,2014J,,0,9.374002158095678
463,50,1758,AAA,2014J,26.0,0,32.78593167785007
464,50,1759,AAA,2014J,49.0,1,71.5370481339703
465,50,1760,AAA,2014J,121.0,0,77.56339718137912
466,50,1761,AAA,2014J,164.0,0,97.39830574653112
467,50,1762,AAA,2014J,223.0,0,100.0
468,50,1763,AAA,2014J,,0,68.88885463339945
469,161,1758,AAA,2014J,15.0,0,100.0
470,161,1759,AAA,2014J,59.0,0,77.84731184100356
471,161,1760,AAA,2014J,116.0,0,39.18115561013552
472,161,1761,AAA,2014J,165.0,0,56.86051267253258
473,161,1762,AAA,2014J,218.0,0,29.595116480490276
474,161,1763,AAA,2014J,,0,32.825618658734854
475,198,1758,AAA,2014J,15.0,0,52.96996426356455
476,198,1759,AAA,2014J,49.0,0,75.87766028727557
477,198,1760,AAA,2014J,126.0,0,86.43728059988317
478,198,1761,AAA,2014J,161.0,0,38.963748130959246
479,198,1762,AAA,2014J,223.0,0,45.873017281390354
480,198,1763,AAA,2014J,,0,63.473964732042994
481,90,1758,AAA,2014J,14.0,0,59.85895182373871
482,90,1759,AAA,2014J,52.0,0,70.55105026987063
483,90,1760,AAA,2014J,114.0,0,61.23794248909897
484,90,1761,AAA,2014J,175.0,0,57.94630202008837
485,90,1762,AAA,2014J,210.0,0,62.646901367956715
486,90,1763,AAA,2014J,,0,60.37569375717742
487,118,1758,AAA,2014J,22.0,0,75.78076053131844
488,118,1759,AAA,2014J,51.0,0,45.011117164435916
489,118,1760,AAA,2014J,126.0,1,62.68917062069679
490,118,1761,AAA,2014J,172.0,0,90.38465813840455
491,118,1762,AAA,2014J,223.0,1,75.58113729856557
